In which state is the Channel district?	Channel_District	state	0.7204442024230957
Where can one find the Dzogchen Ponolop Rinpoche?	Rinpoche	abstract	0.5186498761177063
What is the route end of Birmingham and Oxford Junction Railway ?	Birmingham	title	0.8536779880523682
Where did Whitney Wistert debut?	Whitney_Museum_of_American_Art	founder	0.8618406653404236
Who are the current members of Insects vs Robots?	Robot	species	0.8713816404342651
Whihc uni did Joshua A. Siegel attend ?	Joshua	title	0.8629034757614136
Name the nearest city to David W. Brown House ?	City	abstract	0.507710874080658
where did Deion Sanders debut?	Deion_Sanders	gender	0.7857272028923035
Who are the characters of Batman Live?	Batman_Live	abstract	0.4810310900211334
what awards have been given to A. Peter Dewey?	John_Dewey	species	0.8711586594581604
What is the faith of Kwai Chang Caine ?	Kwai_Chang_Caine	nationality	0.8372083902359009
List the ethnicity of Riley Reid?	Ethnic_group	label	0.8158414363861084
What are the hubs of PLUS Helicopter Services, a highway helicopter unit of PLUS Expressways?	Serbian_police_helicopter_unit	headquarters	0.9345304369926453
Who is the partner of Rob Patterson?	Rob_Patterson	gender	0.7835902571678162
To which american football teams does the Heinz Field serve as home stadium?	Heinz_Field	owner	0.8808083534240723
In which city did The Ultimate Fighter: Team Rousey vs. Team Tate take place ?	Ronda_Rousey	residence	0.9288768768310547
Where was Sino-French War fought ?	Sino-French_War	commander	0.8208563923835754
Who did Daniel Gibson marry?	Daniel_Gibson	nationality	0.8412452936172485
Name the team manger of Middlebrough F.C season 2006-07 ?	Manger	abstract	0.5146559476852417
Who was the coach of marquette Golden Eagles men's basketball team-2012,13 season ?	Marquette_Golden_Eagles	mascot	0.8993765115737915
List the ingredient of Blodpalt ?	Blodpalt	ingredient	0.7663568258285522
Who composed the music for Tonight's the Night ?	The_Tonight_Show	location	0.8548832535743713
Who is the producer of  Frampton's Camel ?	Camel	authority	0.836057186126709
Name the directors of Lennon Legend: The Very Best of John Lennon (DVD) ?	DVD	owner	0.9514308571815491
To which country is Svetlana Navasardyan from?	Svetlana_Navasardyan	hometown	0.8290271162986755
Who is the owner of  Chelsea F.C. ?	Yorkshire_Carnegie	coach	0.885581910610199
Which is the university of Vanderbilt Commodores ?	Vanderbilt_Commodores_football	location	0.8423664569854736
What is the municipality of Homestead Grays Bridge ?	Homestead_Grays_Bridge	type	0.8206260204315186
Who is the narrator of The Incredible Hulk , 1982 TV series ?	The_Super_Dimension_Fortress_Macross	title	0.9184058308601379
What is the content licence of MSX BASIC ?	MSX_BASIC	developer	0.7717334628105164
What is the purpose of New Zealand Chess Federation ?	New_Zealand_Chess_Federation	headquarters	0.8863205313682556
Who operates twin Cities 400 ?	Twin_Cities_400	owner	0.8849897384643555
Which are the countires where Pioneer Corporation has flourished?	Pioneer_Corporation	location	0.8414807319641113
What is the currency of Kerguelen Islands ?	Kerguelen_Islands	leader	0.8699817657470703
What is the relegious affiliations of Katyayana ?	Kātyāyana	religion	0.7851496338844299
who all have been a manager of english under twenty one football team?	Association_football	venue	0.8076543807983398
which movies have been published by Cinema International Corporation?	Cinema_International_Corporation	abstract	0.4824799597263336
Where was Special 26 recorded ?	Special_26	title	0.8674409985542297
What is the birth name  of Putri Raemawasti ?	Putri_Raemawasti	title	0.8535346984863281
Who was the United States president who also served as a governor of Indiana Territory?	President_of_the_United_States	residence	0.9303327202796936
Who designed the language integrated query?	Language_Integrated_Query	designer	0.8166581392288208
Name the debut team of Dan Otero ?	Dan_Otero	awards	0.9300298690795898
Who founded the Not on our Watch NGO?	Non-governmental_organization	abstract	0.504267156124115
Which company owns Sony bank ?	Sony	location	0.8632737398147583
Who is the writer of mark twain Tonight ?	Mark_Twain_Tonight	author	0.892123818397522
To which political party does Virendra Kataria belongs ?	Virendra_Kataria	office	0.9224033355712891
Who operates Liverpool Playhouse ?	Liverpool_Playhouse	address	0.9111747145652771
Where Everybody knows you is the theme album of which show ?	Concept_album	musicSubgenre	0.5161944031715393
Alexander Magleby, a rugby player is alma mater to which university?	Charles_Paul_Alexander	gender	0.7577034831047058
List the companies operating in Australia?	Australia	capital	0.892248272895813
Who edited  British Gazette ?	British_Gazette	owner	0.8874213099479675
What are the notableworks of Russell T Davies?	Russell_T_Davies	nationality	0.8280961513519287
What are the current music bands of Chester Bennington?	Chester_Bennington	children	0.821948766708374
Which driver had the pole position in 1994 Spanish Grand Prix ?	1994_Spanish_Grand_Prix	location	0.8486436009407043
Who all are known to play the Gibson Guitar Corporation?	Gibson_Guitar_Corporation	type	0.8705489635467529
Name the partners of Kelly Brook?	Kelly_Brook	gender	0.7852945923805237
What are the nicknames given to the characters of The Wolves of the Mercy Falls?	Mercy_Falls	artist	0.8852109909057617
what is the headquarters of Juan Dalmau Ramerez?	Juan_Dalmau_Ramírez	nationality	0.8358960151672363
What is the colour of Xocolatlite ?	Xocolatlite	colour	0.7047002911567688
What developed EMMS?	EMMS	developer	0.8005689382553101
In which time zone is Pong Pha?	Pong	successor	0.9090756177902222
What honours did Reigh Count receive?	Reigh_Count	owner	0.882107138633728
In which city wasThe Triple Door (The Courage album)  performed live?	Courage	abstract	0.621008038520813
List the battles fought by  Ali Habib Mahmud ?	Ali_Habib_Mahmud	office	0.9265844225883484
Name the local authority of Trinity School, Brentwood ?	Local_government	abstract	0.5044135451316833
To which educational institute does Cornell University Press belong to?	Cornell_University_Press	headquarters	0.8934006094932556
Philadelphia City Council is the governing body of which city?	Philadelphia_City_Council	leader	0.8719214200973511
What are the binomial authority of Menetries's warbler?	Binomial_nomenclature	abstract	0.4927228093147278
Which state does Jerome B. Chaffee belong ?	Roger_B._Chaffee	awards	0.9367097616195679
Name  the Pole driver of 1994 Spanish Grand Prix ?	1994_Spanish_Grand_Prix	location	0.8524280190467834
What is Naval Support Activity Naples a part of?	Naval_Support_Activity_Naples	garrison	0.9435735940933228
What is the successor of PlayStation 4	PlayStation_4	manufacturer	0.8963724374771118
What type of engines are utilised by Purvis Eureka?	Purvis_Eureka	manufacturer	0.9273306727409363
Who edited Easy street ?	Easy_Street_Records	abstract	0.5190607309341431
List the territory of Tonkin Campaign ?	Tonkin_Campaign	result	0.70457524061203
Name the club of Julie Hastings ?	Julie_Hastings	gender	0.7850901484489441
From where does the river Upper Neretva start flowing?	Upper_Neretva	border	0.9488298892974854
By what style was Providence Chapel, Charlwood made?	Charlwood	title	0.8638859987258911
Where was david Scherman trained ?	David_Scherman	nationality	0.8474985957145691
Which nationalist group was responsible for foundation of Young Lords?	Young_Lords	leader	0.878035843372345
Count all the stateless people	Statelessness	region	0.6088707447052002
Josef Bhler belongs to which political party?	Political_party	abstract	0.5108036994934082
What novels are belong to the genre of Utopian and dystopian fiction?	Utopian_and_dystopian_fiction	abstract	0.46926650404930115
What is the largest city of Pulau Ubin ?	Pulau_Ubin	location	0.8320790529251099
Name the appointer of William Clark ?	William_Clark	successor	0.9025273323059082
Music of how many things has been given by Akira Ifukube?	Akira_Ifukube	title	0.8994761109352112
Name the awards won by Elie Wiesel ?	Elie_Wiesel	nationality	0.8336966037750244
Who are the producers of Marie Sisters?	Marie_Sisters	artist	0.9109441637992859
What is the origin of Xynisteri?	Xynisteri	origin	0.8104244470596313
Who are currently playing for Barcelona FC?	FC_Barcelona	manager	0.8839384913444519
Who is the owner of Saumarez ?	HMS_Saumarez	isPrimaryTopicOf	0.4865862727165222
Name the alma mater of Ernest de Saisset ?	Ernest_de_Saisset	gender	0.7506232261657715
Where does John A Danaher III work?	Danaher_Corporation	location	0.8522456884384155
Where was Live in Detroit, MI recorded ?	Michigan	governor	0.9598233103752136
Name the municipality of Roberto Clemente Bridge ?	Roberto_Clemente_Bridge	title	0.8571546077728271
List all the notable works of  Russell T Davies?	Russell_T_Davies	nationality	0.8412117958068848
Who is the music composer of Kenny Dies ?	Kenny_Dies	director	0.84562748670578
What is the programme format of WWTR ?	WWTR	owner	0.8913393020629883
