In which state is the Channel district?	Channel_District	country	2.9879293
Where can one find the Dzogchen Ponolop Rinpoche?	Dzogchen	depiction	1.0118465
What is the route end of Birmingham and Oxford Junction Railway ?	Birmingham	country	2.9879293
Where did Whitney Wistert debut?	Whitney_Museum_of_American_Art	location	2.9879293
Who are the current members of Insects vs Robots?	Robot	species	2.00199
Whihc uni did Joshua A. Siegel attend ?	Joshua	gender	2.9879293
Name the nearest city to David W. Brown House ?	City	source	1.9977926
where did Deion Sanders debut?	Deion_Sanders	gender	2.9879293
Who are the characters of Batman Live?	Batman_Live	name	1.0118465
what awards have been given to A. Peter Dewey?	John_Dewey	gender	2.9879293
What is the faith of Kwai Chang Caine ?	Kwai_Chang_Caine	nationality	2.9879293
List the ethnicity of Riley Reid?	Riley_Reid	gender	2.9879293
What are the hubs of PLUS Helicopter Services, a highway helicopter unit of PLUS Expressways?	PLUS_Expressways	location	2.9879293
Who is the partner of Rob Patterson?	Rob_Patterson	gender	2.9879293
To which american football teams does the Heinz Field serve as home stadium?	Association_football	region	2.9879293
In which city did The Ultimate Fighter: Team Rousey vs. Team Tate take place ?	The_Ultimate_Fighter	country	2.9879293
Where was Sino-French War fought ?	Sino-French_War	combatant	2.9879293
Who did Daniel Gibson marry?	Daniel_Gibson	gender	2.9879293
Name the team manger of Middlebrough F.C season 2006-07 ?	Manger	depiction	1.0118465
Who was the coach of marquette Golden Eagles men's basketball team-2012,13 season ?	Marquette_Golden_Eagles	director	2.9879293
List the ingredient of Blodpalt ?	Blodpalt	country	2.9879293
Who composed the music for Tonight's the Night ?	The_Tonight_Show	format	2.9879293
Who is the producer of  Frampton's Camel ?	Camel	authority	2.9879293
Name the directors of Lennon Legend: The Very Best of John Lennon (DVD) ?	Lennon_Legend:_The_Very_Best_of_John_Lennon	award	2.9879293
To which country is Svetlana Navasardyan from?	Svetlana_Navasardyan	gender	2.9879293
Who is the owner of  Chelsea F.C. ?	Yorkshire_Carnegie	coach	2.9879293
Which is the university of Vanderbilt Commodores ?	Vanderbilt_Commodores_football	location	2.9879293
What is the municipality of Homestead Grays Bridge ?	Homestead_Grays_Bridge	municipality	2.9879293
Who is the narrator of The Incredible Hulk , 1982 TV series ?	The_Super_Dimension_Fortress_Macross	director	2.9879293
What is the content licence of MSX BASIC ?	MSX_BASIC	developer	2.9879293
What is the purpose of New Zealand Chess Federation ?	New_Zealand_Chess_Federation	location	2.9879293
Who operates twin Cities 400 ?	Twin_Cities_400	location	2.9879293
Which are the countires where Pioneer Corporation has flourished?	Pioneer_Corporation	location	2.9879293
What is the currency of Kerguelen Islands ?	Kerguelen_Islands	language	2.9879293
What is the relegious affiliations of Katyayana ?	Kātyāyana	gender	2.9879293
who all have been a manager of english under twenty one football team?	Association_football	region	2.9879293
which movies have been published by Cinema International Corporation?	Cinema_International_Corporation	isPrimaryTopicOf	1.9977926
Where was Special 26 recorded ?	Special_26	cinematography	2.9879293
What is the birth name  of Putri Raemawasti ?	Putri_Raemawasti	gender	2.9879293
Who was the United States president who also served as a governor of Indiana Territory?	President_of_the_United_States	incumbent	2.9879293
Who designed the language integrated query?	Language_Integrated_Query	developer	2.9879293
Name the debut team of Dan Otero ?	Dan_Otero	gender	2.9879293
Who founded the Not on our Watch NGO?	Non-governmental_organization	depiction	1.0118465
Which company owns Sony bank ?	Sony	location	2.9879293
Who is the writer of mark twain Tonight ?	Mark_Twain_Tonight	author	2.00199
